date,interval,load_kwh,pv_kwh,price,price_forecast_0,q0,q,charged_units,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_start_kwh,soc_end_kwh,variant
2025-03-20,28,616.7393166666667,0.0,0.4561,0.4488,607.7979333333333,607.7979333333333,607.7979333333333,0.0,8.94138333333376,0.0,3.410605131648481e-13,8399.937313240738,8390.002442870367,q3_cvar
2025-03-20,29,625.595,0.0,0.4379,0.4042,1449.0366666666666,1449.0366666666666,1449.0366666666666,823.4416666666665,0.0,0.0,1.1368683772161605e-13,8390.002442870367,9131.099942870367,q3_cvar
2025-03-20,30,619.49685,0.0629333333333333,0.4177,0.4009,1406.4420333333333,1406.4420333333333,1406.4420333333333,787.008116666667,0.0,3.410605131648481e-13,0.0,9131.099942870367,9839.407247870367,q3_cvar
2025-03-20,31,617.8444000000001,0.0,0.464,0.4472,644.1668027777777,644.1668027777777,644.1668027777777,26.32240277777681,0.0,0.0,7.851497230149107e-13,9839.407247870367,9863.097410370368,q3_cvar
2025-03-20,32,607.115,0.0,0.4802,0.471,644.3273374999999,644.3273374999999,644.3273374999999,37.21233750000061,0.0,7.318590178329032e-13,0.0,9863.097410370368,9896.588514120367,q3_cvar
2025-03-20,33,576.3066333333334,0.8765666666666667,0.352,0.4341,625.4399305555555,625.4399305555555,625.4399305555555,50.00986388888931,0.0,4.689582056016661e-13,0.0,9896.588514120367,9941.597391620367,q3_cvar
2025-03-20,34,671.4631166666667,0.0,0.5794,0.6459,683.4790166666667,683.4790166666667,683.4790166666667,12.01589999999972,0.0,0.0,2.664535259100376e-13,9941.597391620367,9952.411701620367,q3_cvar
2025-03-20,35,827.015,0.0,1.0185,0.9879,48.68459166666662,48.68459166666662,48.68459166666662,0.0,778.3304083333327,6.821210263296962e-13,0.0,9952.411701620367,9087.600136805551,q3_cvar
2025-03-20,36,817.5199666666667,25.57003333333333,0.995,1.0059,22.47372361111138,20.9580920791052,21.71590784510829,0.0,770.9918412542278,4.547473508864641e-13,0.0,9087.600136805551,8230.942535411967,q3_cvar
2025-03-20,37,776.8039833333333,66.84066666666666,0.8932,0.9513,0.0,0.0,0.0,0.0,709.9633166666666,1.1368683772161605e-13,0.0,8230.942535411967,7442.094405782337,q3_cvar
2025-03-20,38,783.9583333333334,112.5875,0.9281,0.9586,0.0,0.0,0.0,0.0,671.3708333333337,0.0,3.410605131648481e-13,7442.094405782337,6696.126813189744,q3_cvar
2025-03-20,39,787.8168000000001,158.77193333333335,0.9231,0.9084,0.0,0.0,0.0,0.0,629.0448666666671,0.0,3.410605131648481e-13,6696.126813189744,5997.188072449003,q3_cvar
2025-03-20,40,803.24555,217.08963333333332,0.902,0.8617,509.2111138888889,121.7071637475508,315.45913881821986,0.0,464.44875291911575,5.684341886080803e-14,0.0,5997.188072449003,5481.133902538874,q3_cvar
2025-03-20,41,813.3883333333333,282.20625,0.8707,0.8496,109.9745142371602,109.9745142371602,109.9745142371602,0.0,421.2075690961729,2.842170943040401e-13,0.0,5481.133902538874,5013.125492432016,q3_cvar
2025-03-20,42,781.5626833333334,334.98718333333335,0.7992,0.8373,435.5467833333334,435.5467833333334,435.5467833333334,0.0,11.028716666666517,1.8118839761882557e-13,0.0,5013.125492432016,5000.871362802386,q3_cvar
2025-03-20,43,785.5607666666666,384.31915,0.7957,0.8344,378.70083333333326,378.70083333333326,378.70083333333326,0.0,22.540783333333003,2.486899575160351e-13,0.0,5000.871362802386,4975.826047987572,q3_cvar
2025-03-20,44,804.5333333333333,434.95625,0.8046,0.7859,341.4300971517322,341.4300971517322,341.4300971517322,0.0,28.146986181600823,2.273736754432321e-13,0.0,4975.826047987572,4944.551618896904,q3_cvar
2025-03-20,45,763.026,482.3358,0.7001,0.669,1128.666498611111,1106.305261891891,1117.485880251501,825.6150618918915,0.0,4.547473508864641e-13,0.0,4944.551618896904,5687.605174599607,q3_cvar
2025-03-20,46,864.5061333333333,529.9280666666667,0.8467,0.8694,0.0,0.0,0.0,0.0,334.57806666666664,0.0,5.684341886080803e-14,5687.605174599607,5315.851767192199,q3_cvar
2025-03-20,47,1067.5983333333334,579.4187499999999,1.1788,1.2449,0.0,0.0,0.0,0.0,488.1795833333336,0.0,1.1368683772161605e-13,5315.851767192199,4773.43000793294,q3_cvar
2025-03-20,48,1109.6747666666668,626.8709166666666,1.2356,1.2351,0.0,0.0,0.0,0.0,482.8038500000002,0.0,5.684341886080803e-14,4773.43000793294,4236.981285710717,q3_cvar
2025-03-20,49,1101.1000166666663,662.7286166666667,1.1876,1.1203,0.0,0.0,0.0,0.0,438.3713999999998,5.684341886080803e-14,0.0,4236.981285710717,3749.901952377384,q3_cvar
2025-03-20,50,1114.545,703.3874999999999,1.1569,1.1042,0.0,0.0,0.0,0.0,411.1575,1.1368683772161605e-13,0.0,3749.901952377384,3293.0602857107174,q3_cvar
2025-03-20,51,1108.296,775.6238166666667,1.0869,1.1076,0.0,0.0,0.0,0.0,332.6721833333335,0.0,1.7053025658242404e-13,3293.0602857107174,2923.424526451458,q3_cvar
2025-03-20,52,1117.5889166666666,839.5837833333334,1.0527,1.0956,0.0,0.0,0.0,0.0,278.00513333333305,1.7053025658242404e-13,0.0,2923.424526451458,2614.5299338588657,q3_cvar
2025-03-20,53,1126.3016666666667,863.4812499999999,1.068,1.0759,0.0,0.0,0.0,0.0,262.8204166666668,0.0,0.0,2614.5299338588657,2322.5072486736804,q3_cvar
2025-03-20,54,1082.3667333333333,861.0829666666667,1.0672,1.0742,0.0,0.0,0.0,0.0,221.2837666666668,0.0,1.9895196601282805e-13,2322.5072486736804,2076.6363968218284,q3_cvar
2025-03-20,55,1072.7398666666666,922.2215,1.0563,1.0739,0.0,0.0,0.0,0.0,150.51836666666665,0.0,8.526512829121202e-14,2076.6363968218284,1909.3937671921988,q3_cvar
2025-03-20,56,1095.1416666666669,1017.95625,1.0344,1.0653,0.0,0.0,0.0,0.0,77.18541666666651,7.105427357601003e-14,0.0,1909.3937671921988,1823.6321931181249,q3_cvar
2025-03-20,57,1066.5605833333334,1030.4658333333334,0.9937,1.0611,0.0,0.0,0.0,0.0,36.094749999999934,4.263256414560601e-14,0.0,1823.6321931181249,1783.5269153403472,q3_cvar
2025-03-20,58,1074.321683333333,1033.0643333333337,0.9971,1.0887,0.0,0.0,0.0,0.0,41.2573499999998,6.394884621840903e-14,0.0,1783.5269153403472,1737.6854153403474,q3_cvar
2025-03-20,59,1116.2383333333337,1071.03125,1.0131,1.1262,0.0,0.0,0.0,0.0,45.207083333333394,6.394884621840903e-14,0.0,1737.6854153403474,1687.4553227477547,q3_cvar
2025-03-20,60,1096.3326,1112.54135,0.948,1.1163,0.0,0.0,0.0,16.208749999999934,0.0,0.0,7.460698725481053e-14,1687.4553227477547,1702.043197747755,q3_cvar
2025-03-20,61,1074.2128666666667,1129.0006666666666,0.9058,1.0706,0.0,0.0,0.0,54.78779999999991,0.0,7.105427357601003e-14,0.0,1702.043197747755,1751.3522177477546,q3_cvar
2025-03-20,62,1078.935,1146.5125,0.9279,1.0455,0.0,0.0,0.0,67.57750000000013,0.0,2.8421709430404014e-14,0.0,1751.3522177477546,1812.1719677477547,q3_cvar
2025-03-20,63,1075.7058833333333,1211.41895,0.927,1.0575,0.0,0.0,0.0,135.71306666666663,0.0,0.0,5.684341886080803e-14,1812.1719677477547,1934.313727747755,q3_cvar
2025-03-20,64,1058.7226666666668,1242.5592333333334,0.7628,0.8752,0.0,0.0,0.0,183.8365666666664,0.0,0.0,2.273736754432321e-13,1934.313727747755,2099.7666377477544,q3_cvar
2025-03-20,65,1046.65,1210.5,0.544,0.6182,679.7738499999998,643.1375051650455,661.4556775825226,806.9875051650454,0.0,0.0,2.273736754432321e-13,2099.7666377477544,2826.0553923962952,q3_cvar
2025-03-20,66,1060.3406,1170.2779833333334,0.5346,0.6517,643.0893264916696,588.8663996860998,615.9778630888848,698.8037830194334,0.0,1.1368683772161605e-13,0.0,2826.0553923962952,3454.9787971137853,q3_cvar
2025-03-20,67,1065.63955,1175.4807,0.5872,0.6906,0.0,0.0,0.0,109.84115,0.0,2.8421709430404014e-14,0.0,3454.9787971137853,3553.8358321137853,q3_cvar
2025-03-20,68,1060.0166666666669,1219.59375,0.577,0.6264,626.0579833333331,540.829886609614,583.4439349714736,700.4069699429475,0.0,1.1368683772161605e-13,0.0,3553.8358321137853,4184.202105062438,q3_cvar
2025-03-20,69,1070.6712666666667,1250.9388833333337,0.5241,0.6302,0.0,0.0,0.0,180.26761666666667,0.0,0.0,8.526512829121202e-14,4184.202105062438,4346.442960062438,q3_cvar
2025-03-20,70,1063.2702666666669,1272.5053833333334,0.5111,0.617,283.0334302469118,283.0334302469118,283.0334302469118,492.26854691357806,0.0,0.0,5.115907697472721e-13,4346.442960062438,4789.484652284658,q3_cvar
2025-03-20,71,1028.0533333333333,1303.075,0.5158,0.5693,675.6858666666667,520.40711038966,598.0464885281633,795.4287770563274,0.0,4.547473508864641e-13,0.0,4789.484652284658,5505.370551635353,q3_cvar
2025-03-20,72,993.1352666666668,1347.1565833333334,0.4519,0.5736,715.5919291666664,481.6017524030896,628.3242096703958,833.3333333333333,0.0,0.0,2.2897357364229265,5505.370551635353,6255.370551635353,q3_cvar
2025-03-20,73,975.87165,1348.42845,0.4435,0.5913,729.5950680555552,536.6951944849569,749.9605855665627,833.3333333333333,0.0,0.0,75.91866115162361,6255.370551635353,7005.370551635353,q3_cvar
2025-03-20,74,980.61,1284.89375,0.4915,0.5669,706.6272569444445,557.4500710982949,763.1333357737064,833.3333333333333,0.0,0.0,28.400487764961667,7005.370551635353,7755.370551635353,q3_cvar
2025-03-20,75,1001.0465666666668,1200.876,0.4972,0.5229,757.4684791666666,562.3672607176418,741.8156686777534,762.196694050975,0.0,0.0,0.0,7755.370551635353,8441.34757628123,q3_cvar
2025-03-20,76,1028.0591333333334,1201.1573666666666,0.6604,0.7128,8.240297222222807,226.71477939007215,344.1923176962197,399.8130127234051,0.0,0.0,2.273736754432321e-13,8441.34757628123,8801.179287732295,q3_cvar
2025-03-20,77,1058.5633333333333,1254.3,0.9001,1.0018,0.0,0.0,0.0,195.7366666666672,0.0,5.115907697472721e-13,0.0,8801.179287732295,8977.342287732296,q3_cvar
2025-03-20,78,1085.1036,1223.1791666666666,0.9125,0.9837,0.0,0.0,0.0,138.07556666666642,0.0,0.0,0.0,8977.342287732296,9101.610297732295,q3_cvar
2025-03-20,79,1059.80525,1150.1056333333331,0.919,0.9339,0.0,0.0,0.0,90.30038333333424,0.0,1.0089706847793425e-12,0.0,9101.610297732295,9182.880642732296,q3_cvar
2025-03-20,80,1006.55,1101.66875,0.9817,0.9852,0.0,0.0,0.0,95.11874999999944,0.0,0.0,5.400124791776761e-13,9182.880642732296,9268.487517732296,q3_cvar
2025-03-20,81,1004.8308,1107.0299166666666,0.9361,0.9918,0.0,0.0,0.0,102.19911666666626,0.0,0.0,2.9842794901924213e-13,9268.487517732296,9360.466722732295,q3_cvar
2025-03-20,82,1029.630216666667,1134.42295,0.8829,0.9685,0.0,0.0,0.0,104.79273333333266,0.0,0.0,5.542233338928781e-13,9360.466722732295,9454.780182732296,q3_cvar
2025-03-20,83,1046.67,1133.325,0.8924,0.9668,0.0,0.0,0.0,86.65499999999965,0.0,0.0,3.2684965844964614e-13,9454.780182732296,9532.769682732294,q3_cvar
2025-03-20,84,1047.24705,1075.6022833333334,0.9351,1.0039,0.0,0.0,0.0,28.355233333333874,0.0,4.298783551348606e-13,0.0,9532.769682732294,9558.289392732297,q3_cvar
2025-03-20,85,1052.4853333333333,1033.9314333333334,0.9817,0.994,0.0,0.0,0.0,0.0,18.55389999999934,5.435651928564766e-13,0.0,9558.289392732297,9537.673948287853,q3_cvar
2025-03-20,86,1058.7983333333334,1019.28125,1.0267,0.9803,0.0,0.0,0.0,0.0,39.51708333333372,0.0,3.1974423109204513e-13,9537.673948287853,9493.76607791748,q3_cvar
2025-03-20,87,1043.2368833333333,972.9436,1.0547,1.0568,0.0,0.0,0.0,0.0,70.29328333333306,1.2789769243681806e-13,0.0,9493.76607791748,9415.662429769332,q3_cvar
2025-03-20,88,1031.6857666666667,905.32725,0.9267,0.9218,359.3162722222222,0.0,179.6581361111111,0.0,126.35851666666731,0.0,5.258016244624741e-13,9415.662429769332,9275.26407791748,q3_cvar
2025-03-20,89,1026.1066666666668,845.4625,0.7137,0.668,1256.912272222222,1029.860306430865,2044.1960686215248,833.3333333333333,0.0,0.0,15.882806430865005,9275.26407791748,10025.26407791748,q3_cvar
2025-03-20,90,1006.5609833333332,809.2424166666666,0.6525,0.7085,1266.7274333333332,309.75278055555555,847.5310999999997,112.43421388888842,0.0,0.0,3.1263880373444413e-13,10025.26407791748,10126.45487041748,q3_cvar
2025-03-20,91,1009.11315,760.3063833333334,0.6799,0.775,511.3507472222223,315.1234958333333,413.2371215277778,66.31672916666705,0.0,3.1263880373444413e-13,0.0,10126.45487041748,10186.13992666748,q3_cvar
2025-03-20,92,1031.28,691.1374999999999,0.7301,0.7636,596.1047777777778,369.48510750290177,482.7949426403398,29.34260750290074,0.0,0.0,9.876544027065393e-13,10186.13992666748,10212.54827342009,q3_cvar
2025-03-20,93,1032.5620166666663,629.77975,0.805,0.8314,581.3412513888892,399.0527749999999,490.1970131944445,0.0,3.729491666666764,0.0,4.5741188614556456e-14,10212.54827342009,10208.40439379046,q3_cvar
2025-03-20,94,1031.0229333333334,578.5704833333333,0.8788,0.8272,585.8778125000001,474.981698611111,530.4297555555556,22.529248611111445,0.0,5.293543381412746e-13,0.0,10208.40439379046,10228.68071754046,q3_cvar
2025-03-20,95,1033.361666666667,526.0375,0.9089,0.7665,1270.131488219136,523.8966958333331,897.0140920262346,16.572529166666452,0.0,1.5276668818842157e-13,0.0,10228.68071754046,10243.59599379046,q3_cvar
2025-03-20,96,1025.5623833333334,463.3008333333333,0.8767,0.8333,681.6765302465723,577.3833555555556,629.5299429010639,15.121805555554602,0.0,0.0,9.094947017729282e-13,10243.59599379046,10257.20561879046,q3_cvar
2025-03-20,97,1016.9598666666668,417.89265,0.8888,0.9029,720.1507152777781,617.5164916666665,668.8336034722223,18.44927500000065,0.0,8.206768598029157e-13,0.0,10257.20561879046,10273.80996629046,q3_cvar
2025-03-20,98,1019.825,389.06875,0.9441,0.9329,736.6500731666677,640.2845624999999,688.4673178333337,9.528312499999933,0.0,0.0,3.7303493627405266e-14,10273.80996629046,10282.38544754046,q3_cvar
2025-03-20,99,1034.9158166666666,346.1802666666667,0.946,1.0017,732.6887930555554,662.6501684108009,697.6694807331781,0.0,26.08538158919855,4.085620730620576e-13,0.0,10282.38544754046,10253.401690219129,q3_cvar
2025-03-20,100,1031.6998333333331,288.97555,0.9677,1.0284,760.7977597222222,734.9258606554404,747.8618101888312,0.0,7.798422677893541,0.0,5.684341886080801e-13,10253.401690219129,10244.73677613258,q3_cvar
2025-03-20,101,1017.0316666666666,229.61875,1.0139,1.0246,827.5849261145421,771.3166570685357,799.450791591539,0.0,16.09625959813111,0.0,1.8118839761882557e-13,10244.73677613258,10226.852043245768,q3_cvar
2025-03-20,102,1023.8828166666668,180.65036666666663,1.0152,1.0836,893.6216458333334,871.0600833333333,882.3408645833333,27.82763333333302,0.0,0.0,3.0553337637684313e-13,10226.852043245768,10251.896913245768,q3_cvar
2025-03-20,103,1012.5022333333332,138.64705,1.0487,1.0967,892.5192680555556,892.5192680555556,892.5192680555556,18.66408472222247,0.0,1.1368683772161605e-13,0.0,10251.896913245768,10268.694589495768,q3_cvar
2025-03-20,104,1004.28,99.55625,1.0879,1.0571,906.2789402777776,906.2789402777776,906.2789402777776,1.555190277777001,0.0,0.0,5.684341886080801e-13,10268.694589495768,10270.094260745767,q3_cvar
2025-03-20,105,1035.5736,62.482850000000006,1.0391,1.0788,1039.1593847222225,1021.9484420644516,1030.553913393337,48.857692064452245,0.0,4.050093593832571e-13,0.0,10270.094260745767,10314.066183603774,q3_cvar
2025-03-20,106,899.02445,26.021266666666666,1.0932,1.1433,931.7543430555554,931.7543430555554,931.7543430555554,58.75115972222274,0.0,6.963318810448982e-13,0.0,10314.066183603774,10366.942227353777,q3_cvar
2025-03-20,107,682.3533333333334,0.0,1.2488,1.2202,704.1720013888889,704.1720013888889,704.1720013888889,21.81866805555627,0.0,6.927791673660977e-13,0.0,10366.942227353777,10386.579028603775,q3_cvar
2025-03-20,108,697.9972833333333,0.0,1.2993,1.2895,0.0,0.0,0.0,0.0,697.997283333334,0.0,7.958078640513122e-13,10386.579028603775,9611.026491566738,q3_cvar
2025-03-20,109,740.2377833333334,0.9295666666666668,1.2761,1.2853,0.0,0.0,0.0,0.0,739.3082166666666,1.1368683772161605e-13,0.0,9611.026491566738,8789.572917492664,q3_cvar
2025-03-20,110,709.2416666666667,0.0,1.2567,1.2484,677.8655680555555,677.8655680555555,677.8655680555555,0.0,31.376098611111413,0.0,2.522426711948356e-13,8789.572917492664,8754.71058570254,q3_cvar
2025-03-20,111,714.4228166666667,0.0,1.2773,1.2881,0.0,0.0,0.0,0.0,714.4228166666666,1.1368683772161605e-13,0.0,8754.71058570254,7960.9074560729105,q3_cvar
2025-03-20,112,745.0410666666667,0.0667333333333333,1.2813,1.3195,0.0,0.0,0.0,0.0,744.974333333333,3.410605131648481e-13,0.0,7960.9074560729105,7133.158196813652,q3_cvar
2025-03-20,113,763.2066666666666,0.0,1.2693,1.3074,0.0,0.0,0.0,0.0,763.2066666666666,0.0,0.0,7133.158196813652,6285.150789406244,q3_cvar
2025-03-20,114,746.7180333333334,0.0,1.2899,1.3017,0.0,0.0,0.0,0.0,746.7180333333333,1.1368683772161605e-13,0.0,6285.150789406244,5455.464085702541,q3_cvar
2025-03-20,115,714.2603,0.0048,1.2669,1.2918,695.1273013888891,695.1273013888891,695.1273013888891,0.0,19.12819861111084,2.131628207280301e-14,0.0,5455.464085702541,5434.210531690195,q3_cvar
2025-03-20,116,699.4633333333333,0.0,1.2323,1.2868,253.67012427777604,253.67012427777604,253.67012427777604,0.0,445.7932090555572,5.684341886080803e-14,0.0,5434.210531690195,4938.884743850687,q3_cvar
2025-03-20,117,721.8114,0.0,1.2902,1.3144,0.0,0.0,0.0,0.0,721.8113999999999,1.1368683772161605e-13,0.0,4938.884743850687,4136.872077184021,q3_cvar
2025-03-20,118,728.4913499999999,0.00035,1.2824,1.3317,0.0,0.0,0.0,0.0,728.4909999999998,1.1368683772161605e-13,0.0,4136.872077184021,3327.4376327395767,q3_cvar
2025-03-20,119,726.3683333333333,0.0,1.2233,1.3127,0.0,0.0,0.0,0.0,726.3683333333332,1.1368683772161605e-13,0.0,3327.4376327395767,2520.361706813651,q3_cvar
2025-03-20,120,764.3365166666667,0.0,1.2789,1.2726,719.2551833333332,719.2551833333332,719.2551833333332,0.0,45.081333333333625,0.0,9.237055564881302e-14,2520.361706813651,2470.27133644328,q3_cvar
2025-03-20,121,753.9438166666667,0.0,1.2779,1.2521,696.8875499999999,696.8875499999999,696.8875499999999,0.0,57.05626666666685,0.0,2.131628207280301e-14,2470.27133644328,2406.875484591428,q3_cvar
2025-03-20,122,702.5616666666666,0.0,1.2388,1.2695,657.0283902777778,657.0283902777778,657.0283902777778,0.0,45.53327638888877,2.131628207280301e-14,0.0,2406.875484591428,2356.2829552704407,q3_cvar
2025-03-20,123,709.3744833333334,0.0,1.3228,1.2862,0.0,0.0,0.0,0.0,709.3744833333334,0.0,0.0,2356.2829552704407,1568.0890849000702,q3_cvar
2025-03-20,124,719.8359833333334,0.0,1.1769,1.1604,717.8102902777778,717.8102902777778,717.8102902777778,0.0,2.025693055555576,4.5297099404706393e-14,0.0,1568.0890849000702,1565.8383148383418,q3_cvar
2025-03-20,125,709.5416666666666,0.0,0.8862,0.9507,739.5500000000001,739.5500000000001,739.5500000000001,30.008333333333518,0.0,7.460698725481053e-14,0.0,1565.8383148383418,1592.845814838342,q3_cvar
2025-03-20,126,715.0446833333334,0.0,0.917,0.8725,718.6603527777776,718.0929263888888,718.3766395833331,3.0482430555553544,0.0,0.0,6.306066779870889e-14,1592.845814838342,1595.5892335883418,q3_cvar
2025-03-20,127,736.4506,0.0,0.9999,0.8714,719.919682236111,702.5226027777778,711.2211425069445,0.0,33.92799722222226,0.0,7.105427357601003e-14,1595.5892335883418,1557.8914588969835,q3_cvar
2025-03-20,128,758.9333333333334,0.0,0.9964,0.913,742.6185527777776,711.7564458333334,732.5919339709974,0.0,47.17688749999998,4.263256414560601e-14,0.0,1557.8914588969835,1505.472695008095,q3_cvar
2025-03-20,129,754.3754666666667,0.0,1.0003,0.9772,703.2170194444444,691.4636625000002,697.3403409722223,0.0,62.91180416666662,0.0,4.973799150320701e-14,1505.472695008095,1435.570690378465,q3_cvar
2025-03-20,130,666.9375333333334,0.0,0.7708,0.7619,638.6920194444444,638.6920194444444,638.6920194444444,0.0,28.24551388888899,0.0,6.750155989720953e-14,1435.570690378465,1404.1867860574775,q3_cvar
2025-03-20,131,553.1566666666666,0.0,0.419,0.4153,578.1763291666666,578.1763291666666,578.1763291666666,25.019662499999967,0.0,0.0,1.4210854715202004e-14,1404.1867860574775,1426.7044823074775,q3_cvar
2025-03-20,132,538.9014666666667,0.0,0.3484,0.4105,592.2403111111112,592.2403111111112,592.2403111111112,53.338844444444426,0.0,0.0,4.973799150320701e-14,1426.7044823074775,1474.7094423074775,q3_cvar
2025-03-20,133,553.3285,0.0,0.3833,0.449,578.4183152777778,597.2319402777777,606.6387527777777,43.90344027777777,0.0,7.815970093361102e-14,0.0,1474.7094423074775,1514.2225385574775,q3_cvar
2025-03-20,134,542.64,0.0,0.3903,0.3939,562.3769569444445,586.7951702370135,599.004276883298,44.15517023701341,0.0,0.0,1.1368683772161605e-13,1514.2225385574775,1553.9621917707896,q3_cvar
2025-03-20,135,524.0221,0.0,0.4126,0.4077,589.3189611111111,590.3823042599722,590.9139758344028,66.3602042599723,0.0,1.1368683772161605e-13,0.0,1553.9621917707896,1613.6863756047646,q3_cvar
2025-03-20,136,526.9695666666667,0.0,0.4343,0.4156,565.8581542350829,565.8581542350829,565.8581542350829,38.88858756841627,0.0,1.4210854715202004e-14,0.0,1613.6863756047646,1648.6861044163393,q3_cvar
2025-03-20,137,549.4,0.0,0.4428,0.4004,524.9139266390274,524.9139266390274,524.9139266390274,0.0,24.4860733609725,6.750155989720953e-14,0.0,1648.6861044163393,1621.479356237481,q3_cvar
2025-03-20,138,559.40135,0.0,0.4397,0.4324,578.7948611111112,578.7948611111112,578.7948611111112,19.39351111111137,0.0,1.1368683772161605e-13,0.0,1621.479356237481,1638.9335162374812,q3_cvar
2025-03-20,139,543.6279333333333,0.0,0.4049,0.4533,574.4315805555556,574.4315805555556,574.4315805555556,30.803647222222327,0.0,7.460698725481053e-14,0.0,1638.9335162374812,1666.6567987374813,q3_cvar
2025-03-20,140,544.6216666666667,0.0,0.3814,0.4439,556.6977055555556,556.6977055555556,556.6977055555556,12.07603888888899,0.0,1.0125233984581429e-13,0.0,1666.6567987374813,1677.5252337374814,q3_cvar
2025-03-20,141,600.6793333333334,0.0,0.4248,0.4386,577.763246263889,577.763246263889,577.763246263889,0.0,22.916087069444508,0.0,9.237055564881302e-14,1677.5252337374814,1652.062914771432,q3_cvar
2025-03-20,142,540.9781833333333,0.0,0.3795,0.3972,521.3397444444442,521.3397444444442,521.3397444444442,0.0,19.638438888889027,0.0,0.0,1652.062914771432,1630.2424271171108,q3_cvar
2025-03-20,143,400.1666666666667,0.0,0.2794,0.3312,446.9923305555556,446.9923305555556,446.9923305555556,46.82566388888896,0.0,9.237055564881302e-14,0.0,1630.2424271171108,1672.3855246171108,q3_cvar
2025-06-21,0,514.6639666666666,0.0,0.3564,0.3927,649.5017152777777,649.5017152777777,649.5017152777777,134.83774861111112,0.0,0.0,0.0,3173.807252681333,3295.161226431333,q3_cvar
2025-06-21,1,533.34865,0.0,0.3908,0.4256,0.0,0.0,0.0,0.0,533.3486499999999,1.1368683772161605e-13,0.0,3295.161226431333,2702.5516153202225,q3_cvar
2025-06-21,2,566.91,0.0,0.4598,0.4336,0.0,0.0,0.0,0.0,566.9100000000001,0.0,1.1368683772161605e-13,2702.5516153202225,2072.6516153202224,q3_cvar
2025-06-21,3,510.58768333333336,0.0,0.409,0.3729,617.055423611111,617.055423611111,617.055423611111,106.4677402777776,0.0,0.0,2.8421709430404014e-14,2072.6516153202224,2168.4725815702222,q3_cvar
2025-06-21,4,470.0428666666666,0.0,0.3618,0.3393,1442.222831944445,1442.222831944445,1442.222831944445,833.3333333333333,0.0,0.0,138.8466319444451,2168.4725815702222,2918.4725815702222,q3_cvar
2025-06-21,5,480.5633333333333,0.0,0.3786,0.3622,632.5120569444443,632.5120569444443,632.5120569444443,151.94872361111115,0.0,1.4210854715202006e-13,0.0,2918.4725815702222,3055.2264328202223,q3_cvar
2025-06-21,6,478.3299333333334,0.0,0.3988,0.38,587.1340777777777,587.1340777777777,587.1340777777777,108.80414444444442,0.0,4.263256414560601e-14,0.0,3055.2264328202223,3153.1501628202222,q3_cvar
2025-06-21,7,497.6381166666667,0.0,0.4164,0.3731,587.113286111111,587.113286111111,587.113286111111,89.47516944444436,0.0,0.0,0.0,3153.1501628202222,3233.677815320222,q3_cvar
2025-06-21,8,527.3633333333333,0.0,0.4254,0.3581,540.3234194444439,540.3234194444439,540.3234194444439,12.960086111110687,0.0,1.758593271006248e-13,0.0,3233.677815320222,3245.341892820222,q3_cvar
2025-06-21,9,510.80761666666666,0.0,0.4165,0.3623,576.1234861111111,576.1234861111111,576.1234861111111,65.3158694444442,0.0,0.0,2.415845301584341e-13,3245.341892820222,3304.1261753202216,q3_cvar
2025-06-21,10,492.3409833333333,0.0,0.4295,0.363,566.4133194444452,566.4133194444452,566.4133194444452,74.07233611111172,0.0,0.0,1.1368683772161605e-13,3304.1261753202216,3370.791277820222,q3_cvar
2025-06-21,11,499.1033333333333,0.0,0.4451,0.3815,533.9775861111111,533.9775861111111,533.9775861111111,34.874252777777755,0.0,0.0,7.105427357601003e-14,3370.791277820222,3402.178105320222,q3_cvar
2025-06-21,12,512.0669,0.0,0.405,0.4507,0.0,0.0,0.0,0.0,512.0668999999999,1.1368683772161605e-13,0.0,3402.178105320222,2833.214883098,q3_cvar
2025-06-21,13,502.1835833333334,0.0,0.3784,0.4334,15.604656364577725,15.604656364577725,15.604656364577725,0.0,486.5789269687557,0.0,0.0,2833.214883098,2292.5716309104937,q3_cvar
2025-06-21,14,473.125,0.0,0.3917,0.3501,517.1338310277772,517.1338310277772,517.1338310277772,44.00883102777698,0.0,0.0,2.273736754432321e-13,2292.5716309104937,2332.179578835493,q3_cvar
2025-06-21,15,458.3199833333333,0.0,0.3964,0.3548,468.1342069444445,468.1342069444445,468.1342069444445,9.814223611111224,0.0,4.973799150320701e-14,0.0,2332.179578835493,2341.012380085493,q3_cvar
2025-06-21,16,470.09745,0.0,0.3495,0.339,516.406423611111,516.406423611111,516.406423611111,46.30897361111087,0.0,0.0,1.4921397450962106e-13,2341.012380085493,2382.690456335493,q3_cvar
2025-06-21,17,489.3733333333333,0.0,0.3048,0.3062,1283.9562879801117,1283.9562879801117,1283.9562879801117,794.5829546467787,0.0,2.273736754432321e-13,0.0,2382.690456335493,3097.8151155175938,q3_cvar
2025-06-21,18,486.69823333333335,0.0001999999999999,0.3585,0.3749,503.9579,503.9579,503.9579,17.259866666666614,0.0,1.7763568394002505e-14,0.0,3097.8151155175938,3113.3489955175937,q3_cvar
2025-06-21,19,491.8388,0.0,0.4058,0.4107,0.0,0.0,0.0,0.0,491.8388,5.684341886080803e-14,0.0,3113.3489955175937,2566.8614399620383,q3_cvar
