energy,value
1200.0,0.0
1600.0,-191.60000000000582
2000.0,-383.1999999999971
2400.0,-574.7068936724972
2800.0,-765.9068936725016
3200.0,-957.0909542166628
3600.0,-1148.246509772216
4000.0,-1339.208023398889
4400.0,-1530.0080233988847
4800.0,-1720.5682997255572
5200.0,-1911.0127441700024
5600.0,-2101.2178255261097
6000.0,-2291.3593598608277
6400.0,-2481.2260265274963
6800.0,-2671.078881030553
7200.0,-2860.901103252778
7600.0,-3050.681337426664
8000.0,-3240.414670760001
8400.0,-3429.5193114191643
8800.0,-3618.319311419167
9200.0,-3807.0030941083387
9600.0,-3995.2790211878455
10000.0,-4170.198061322226
10400.0,-4342.571446223548
10800.0,-4509.155010000708
