energy,value
1200.0,0.0
1600.0,-191.60000000000582
2000.0,-383.20000000000437
2400.0,-574.7669995346441
2800.0,-765.9669995346412
3200.0,-957.1570973707203
3600.0,-1148.3126529262663
4000.0,-1339.3348016237287
4400.0,-1530.1348016237316
4800.0,-1720.7226046711876
5200.0,-1911.1670491156328
5600.0,-2101.4174828706746
6000.0,-2291.595260648457
6400.0,-2481.485152433037
6800.0,-2671.3488970478575
7200.0,-2861.1711192700823
7600.0,-3050.9702018169482
8000.0,-3240.703535150278
8400.0,-3430.0194594715213
8800.0,-3618.8194594715314
9200.0,-3807.5233322201602
9600.0,-3996.1899988868245
10000.0,-4176.736441416833
10400.0,-4348.335506474861
10800.0,-4513.174463244737
